Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Arrival_Time_Restaurant,Delivered_Time,Delay_Minutes,Distance_Travelled,Weather_Condition,Traffic_Level
361,390,89,15:07:38,15:08:38,15:01:38,-3,9.3,Sunny,Low
362,391,709,22:05:42,22:13:42,22:38:42,3,1.62,Cloudy,Jam
363,392,625,09:39:11,09:39:11,10:07:11,9,1.93,Rainy,High
364,393,746,19:25:49,19:37:49,20:07:49,17,4.52,Sunny,Medium
365,394,490,04:35:25,04:48:25,05:23:25,16,1.5,Windy,Jam
366,395,375,21:42:54,21:50:54,22:12:54,7,3.69,Rainy,High
367,396,646,10:51:22,10:58:22,11:31:22,10,8.13,Cloudy,Low
368,397,547,18:08:51,18:14:51,18:10:51,7,8.26,Cloudy,Medium
369,398,695,21:07:55,21:10:55,21:15:55,10,6.57,Rainy,Medium
370,399,15,16:20:40,16:35:40,16:59:40,13,8.36,Cloudy,Medium
371,401,426,19:18:44,19:31:44,19:42:44,-2,6.69,Sunny,Medium
372,402,17,19:05:31,19:10:31,19:43:31,8,8.13,Rainy,High
373,403,212,18:22:40,18:32:40,18:54:40,14,5.5,Cloudy,Low
374,404,357,19:32:00,19:47:00,20:12:00,9,6.93,Sunny,Medium
375,405,116,01:01:09,01:15:09,01:35:09,4,3.26,Rainy,Low
376,406,465,12:15:06,12:17:06,12:14:06,2,6.33,Cloudy,Jam
377,407,694,17:12:20,17:11:20,17:41:20,1,2.99,Rainy,Jam
378,408,56,20:07:27,20:17:27,20:58:27,18,4.23,Cloudy,High
379,409,131,14:13:44,14:27:44,14:43:44,4,8.11,Windy,Medium
380,410,592,12:44:54,12:55:54,12:40:54,-5,7.63,Sunny,Jam
381,411,445,07:44:14,07:56:14,08:29:14,10,7.27,Sunny,Low
382,412,247,18:18:35,18:24:35,18:44:35,0,8.72,Cloudy,Medium
383,413,466,14:40:49,14:46:49,14:54:49,15,9.04,Sunny,Low
384,414,304,18:39:48,18:51:48,19:25:48,18,5.63,Windy,Low
385,415,53,11:17:24,11:18:24,11:42:24,-1,3.15,Windy,Jam
386,417,126,08:37:45,08:47:45,09:03:45,1,5.12,Sunny,Jam
387,418,296,10:13:06,10:24:06,10:51:06,11,1.2,Windy,Jam
388,419,486,09:34:26,09:47:26,10:10:26,8,6.9,Windy,Low
389,420,608,09:51:44,09:54:44,09:54:44,2,9.74,Cloudy,Medium
390,421,152,17:31:18,17:36:18,17:49:18,17,7.0,Rainy,High
391,422,120,18:07:20,18:12:20,18:48:20,6,5.04,Rainy,Low
392,423,125,02:06:01,02:14:01,02:53:01,15,5.27,Windy,Jam
393,424,579,20:54:58,21:00:58,21:32:58,9,3.94,Cloudy,Low
394,425,598,14:45:14,14:46:14,14:44:14,1,6.43,Windy,Jam
395,426,683,13:32:25,13:34:25,14:10:25,6,5.01,Sunny,Low
396,427,746,14:05:28,14:08:28,14:27:28,-1,5.27,Sunny,High
397,428,344,10:14:59,10:19:59,10:39:59,1,4.44,Cloudy,Medium
398,429,310,14:07:37,14:09:37,14:35:37,4,8.51,Rainy,High
399,430,428,13:22:31,13:31:31,14:04:31,15,9.77,Cloudy,Low
400,432,50,14:26:18,14:29:18,15:05:18,12,3.85,Cloudy,High
401,433,278,09:52:44,10:04:44,09:59:44,6,4.71,Cloudy,Low
402,434,105,17:19:09,17:23:09,17:53:09,10,7.22,Windy,Low
403,435,612,18:41:48,18:54:48,19:33:48,17,2.01,Sunny,Jam
404,436,442,14:10:12,14:22:12,14:38:12,4,7.79,Sunny,Low
405,437,602,00:10:12,00:17:12,00:18:12,11,6.52,Rainy,Medium
406,438,102,17:57:37,18:17:37,18:43:37,6,2.67,Rainy,High
407,439,186,19:07:22,19:07:22,19:01:22,-2,5.46,Windy,High
408,440,571,11:55:02,12:10:02,12:41:02,16,5.0,Cloudy,Jam
409,441,439,20:26:54,20:34:54,20:58:54,16,1.95,Rainy,Jam
410,442,123,18:17:25,18:30:25,18:59:25,14,4.64,Cloudy,High
411,443,743,13:41:17,13:55:17,14:13:17,-2,5.4,Rainy,High
412,444,31,12:13:47,12:24:47,13:02:47,14,2.37,Rainy,High
413,445,79,19:53:48,19:59:48,20:04:48,12,9.57,Cloudy,Low
414,446,122,18:39:28,18:45:28,19:20:28,17,4.88,Cloudy,High
415,447,500,13:01:07,13:01:07,13:26:07,7,6.32,Windy,Medium
416,448,292,11:26:03,11:31:03,12:09:03,19,4.07,Windy,High
417,449,366,11:31:22,11:39:22,12:15:22,17,3.74,Windy,Medium
418,450,552,21:32:02,21:31:02,21:55:02,5,4.51,Windy,High
419,451,103,11:57:43,12:07:43,12:33:43,14,9.72,Rainy,Low
420,452,549,18:26:18,18:31:18,19:02:18,17,1.85,Windy,High
421,453,581,21:04:33,21:07:33,21:38:33,8,3.82,Cloudy,Low
422,454,640,00:46:29,00:56:29,01:19:29,3,5.79,Cloudy,High
423,455,445,18:14:36,18:13:36,18:25:36,16,8.6,Cloudy,Medium
424,456,650,09:28:54,09:37:54,09:45:54,-1,3.21,Rainy,Jam
425,457,498,10:48:27,10:52:27,11:05:27,20,6.93,Sunny,High
426,458,740,11:36:50,11:47:50,12:20:50,6,8.97,Sunny,Medium
427,459,742,18:08:08,18:09:08,18:41:08,10,3.14,Windy,Medium
428,461,559,07:33:30,07:37:30,08:16:30,18,9.47,Sunny,Jam
429,462,260,12:50:24,12:56:24,12:52:24,7,9.26,Rainy,Medium
430,463,305,22:21:55,22:26:55,23:10:55,17,9.27,Windy,Medium
431,464,716,23:24:32,23:28:32,00:05:32,9,7.86,Cloudy,High
432,465,646,08:36:50,08:48:50,08:36:50,-2,5.65,Cloudy,Jam
433,466,609,10:48:26,11:01:26,11:23:26,1,4.31,Rainy,Jam
434,467,585,22:22:01,22:25:01,23:02:01,13,7.47,Cloudy,High
435,468,690,12:41:07,12:53:07,13:13:07,4,4.44,Cloudy,High
436,469,615,11:19:52,11:27:52,11:47:52,4,3.12,Rainy,Jam
437,470,379,19:49:43,19:52:43,20:30:43,17,4.81,Sunny,High
438,471,98,18:48:03,18:51:03,19:01:03,-5,6.58,Cloudy,Low
439,473,370,20:09:27,20:17:27,20:39:27,-4,1.49,Windy,Jam
440,474,267,12:15:45,12:28:45,13:04:45,9,8.61,Cloudy,Jam
441,475,358,03:12:13,03:25:13,03:54:13,13,1.04,Sunny,High
442,476,427,10:08:04,10:12:04,10:14:04,6,9.56,Windy,Jam
443,477,30,02:11:29,02:19:29,02:29:29,14,3.92,Cloudy,Jam
444,478,217,13:05:03,13:19:03,13:08:03,3,9.69,Sunny,Medium
445,479,22,21:09:13,21:07:13,21:34:13,6,8.49,Cloudy,High
446,481,508,10:40:40,10:51:40,10:47:40,4,2.15,Cloudy,Low
447,482,536,12:36:18,12:49:18,13:09:18,9,6.12,Rainy,High
448,483,600,18:19:49,18:22:49,18:33:49,-3,7.34,Sunny,Low
449,484,687,15:33:39,15:40:39,16:09:39,8,1.05,Sunny,Jam
450,485,672,11:36:29,11:49:29,12:32:29,20,2.13,Cloudy,Jam
451,488,38,10:40:25,10:48:25,10:56:25,15,5.26,Windy,Jam
452,489,460,10:55:27,10:58:27,11:32:27,11,9.18,Sunny,Low
453,490,135,10:03:18,10:15:18,10:44:18,16,2.56,Windy,Low
454,491,104,16:01:26,16:10:26,16:41:26,20,4.88,Cloudy,Jam
455,492,576,18:23:31,18:38:31,18:38:31,14,7.36,Windy,Low
456,493,469,17:02:48,17:13:48,17:43:48,15,2.85,Rainy,Jam
457,494,726,18:42:48,18:45:48,19:13:48,9,7.92,Sunny,Low
458,495,350,12:28:32,12:28:32,12:54:32,-1,5.77,Cloudy,Low
459,496,440,22:31:58,22:47:58,22:33:58,-3,3.83,Sunny,Jam
460,497,445,09:18:25,09:15:25,09:50:25,8,7.13,Sunny,Medium
461,498,739,17:59:20,18:11:20,18:48:20,19,3.71,Windy,Jam
462,499,400,08:59:46,09:10:46,09:11:46,-5,5.86,Rainy,Medium
463,501,465,09:32:15,09:41:15,09:59:15,5,2.73,Windy,High
464,502,101,17:22:45,17:19:45,17:25:45,6,4.62,Sunny,Medium
465,503,405,18:08:16,18:16:16,18:40:16,11,7.4,Windy,High
466,504,542,20:15:44,20:23:44,20:46:44,-2,4.68,Cloudy,High
467,505,42,23:42:09,23:49:09,00:23:09,20,8.05,Cloudy,Medium
468,506,313,20:04:18,20:06:18,20:35:18,8,3.79,Cloudy,Jam
469,507,387,17:41:53,17:45:53,18:20:53,7,4.56,Cloudy,High
470,508,285,15:55:05,16:02:05,16:25:05,13,7.76,Windy,Jam
471,509,124,09:55:59,10:04:59,10:23:59,-3,6.46,Windy,High
472,510,504,18:04:59,18:17:59,18:42:59,7,2.03,Cloudy,Jam
473,511,293,08:17:11,08:23:11,08:40:11,-4,3.93,Sunny,Medium
474,512,306,18:32:06,18:36:06,18:53:06,-4,7.77,Rainy,Jam
475,513,521,17:59:32,18:05:32,18:28:32,-3,4.67,Windy,High
476,514,276,08:45:37,08:55:37,09:31:37,20,4.36,Windy,High
477,515,551,19:37:58,19:42:58,19:57:58,-5,9.3,Sunny,Low
478,516,697,12:29:22,12:37:22,13:16:22,18,3.52,Rainy,Jam
479,517,699,13:29:40,13:34:40,14:02:40,1,6.4,Rainy,Low
480,518,662,17:10:00,17:24:00,18:03:00,19,1.73,Sunny,Low
481,519,552,18:06:57,18:26:57,18:43:57,9,2.74,Cloudy,High
482,520,288,15:56:58,16:08:58,16:20:58,-4,9.14,Cloudy,High
483,521,8,20:24:52,20:29:52,20:38:52,16,7.05,Windy,Jam
484,522,67,18:43:08,19:00:08,19:05:08,18,2.73,Sunny,Jam
485,523,710,18:58:34,19:06:34,18:56:34,3,5.66,Cloudy,Medium
486,524,45,18:10:46,18:10:46,18:31:46,-5,4.01,Cloudy,Medium
487,525,232,18:57:27,19:06:27,19:12:27,-5,8.27,Rainy,Low
488,526,257,17:20:06,17:36:06,18:18:06,19,5.02,Windy,High
489,527,35,00:32:20,00:43:20,00:59:20,4,4.62,Sunny,Low
490,528,239,19:02:38,19:10:38,19:19:38,14,6.86,Rainy,High
491,529,465,08:39:21,08:57:21,08:44:21,1,2.13,Cloudy,Jam
492,530,432,11:39:46,11:50:46,12:15:46,4,5.87,Sunny,Low
493,531,317,22:51:21,23:00:21,23:11:21,2,8.52,Rainy,Medium
494,532,353,08:23:12,08:31:12,09:05:12,13,4.02,Rainy,Low
495,533,167,09:13:29,09:16:29,10:06:29,20,2.85,Windy,High
496,534,372,11:05:04,11:21:04,11:37:04,-4,2.79,Cloudy,Medium
497,536,347,23:08:13,23:16:13,23:29:13,20,8.93,Windy,High
498,537,122,17:17:56,17:21:56,18:07:56,15,1.42,Rainy,Low
499,538,549,01:26:50,01:40:50,01:39:50,11,8.97,Cloudy,Low
500,539,482,00:59:42,01:05:42,01:47:42,17,7.25,Windy,Medium
501,540,486,20:31:37,20:29:37,20:34:37,7,4.83,Rainy,Jam
502,541,384,13:26:35,13:31:35,13:56:35,9,4.03,Windy,Low
503,542,419,11:32:51,11:41:51,12:01:51,6,3.65,Windy,Low
504,543,284,17:10:14,17:16:14,17:40:14,1,3.25,Windy,Jam
505,544,700,22:02:17,22:14:17,22:10:17,6,4.63,Windy,Low
506,545,484,13:55:32,14:01:32,14:25:32,8,7.28,Sunny,High
507,546,572,19:13:23,19:25:23,19:47:23,5,4.83,Cloudy,Medium
508,547,334,12:42:01,12:52:01,13:02:01,15,9.22,Sunny,Jam
509,548,391,18:25:25,18:36:25,19:12:25,15,1.84,Cloudy,High
510,549,33,21:05:44,21:16:44,21:33:44,4,1.63,Rainy,Medium
511,550,12,09:20:20,09:25:20,09:45:20,1,8.36,Windy,Low
512,551,619,07:43:19,07:52:19,07:48:19,2,9.19,Sunny,Medium
513,552,474,09:48:02,09:47:02,10:21:02,2,6.56,Cloudy,Jam
514,553,675,10:17:44,10:30:44,11:06:44,16,7.28,Windy,Low
515,554,506,15:35:48,15:37:48,15:32:48,-4,1.66,Sunny,High
516,555,391,10:29:47,10:31:47,10:30:47,-1,7.74,Windy,High
517,556,85,13:46:42,13:49:42,14:10:42,0,6.46,Cloudy,Low
518,557,548,15:02:25,15:12:25,15:23:25,1,9.03,Rainy,Low
519,558,714,12:12:53,12:13:53,13:04:53,19,3.25,Windy,High
520,559,94,15:14:26,15:11:26,15:54:26,20,6.98,Rainy,Jam
521,560,426,10:43:06,10:55:06,10:48:06,6,1.13,Rainy,Medium
522,561,399,23:18:29,23:26:29,23:21:29,-2,8.12,Cloudy,Jam
523,562,258,20:15:38,20:19:38,20:50:38,14,5.04,Rainy,Medium
524,565,681,12:23:51,12:27:51,12:42:51,-3,1.63,Rainy,Medium
525,566,145,18:24:08,18:31:08,19:01:08,4,2.78,Windy,Low
526,567,311,10:31:36,10:38:36,11:00:36,0,4.8,Cloudy,Jam
527,568,160,03:00:50,03:15:50,03:05:50,3,3.75,Rainy,Jam
528,569,74,10:29:08,10:44:08,11:21:08,18,5.41,Sunny,Jam
529,570,419,19:01:02,19:20:02,19:14:02,8,7.94,Rainy,Jam
530,571,522,16:58:31,17:07:31,17:01:31,6,7.09,Rainy,Medium
531,573,724,19:47:57,19:55:57,20:32:57,13,4.7,Rainy,Jam
532,575,671,10:28:46,10:29:46,11:00:46,9,2.91,Rainy,High
533,576,188,23:00:48,23:11:48,23:23:48,-3,4.4,Rainy,High
534,577,31,23:47:15,23:51:15,00:06:15,-2,8.13,Windy,Jam
535,578,498,15:39:48,15:54:48,16:12:48,2,6.99,Windy,Low
536,579,365,11:09:21,11:13:21,11:50:21,17,3.24,Rainy,Jam
537,580,675,11:10:30,11:10:30,11:51:30,16,6.46,Sunny,High
538,581,84,13:32:27,13:41:27,13:52:27,-1,1.78,Cloudy,Medium
539,582,173,09:12:28,09:16:28,09:05:28,-2,7.44,Cloudy,Jam
540,583,393,08:01:17,08:04:17,08:38:17,16,5.81,Cloudy,Low
541,584,709,12:36:55,12:41:55,12:38:55,7,8.07,Sunny,Jam
542,585,239,20:29:16,20:27:16,21:00:16,13,8.68,Cloudy,Low
543,586,319,20:13:37,20:18:37,20:38:37,-2,5.84,Cloudy,Medium
544,587,304,00:00:14,00:16:14,00:38:14,14,5.52,Windy,Medium
545,588,724,18:50:30,18:57:30,18:51:30,5,7.45,Rainy,Medium
546,589,718,13:57:03,14:11:03,13:57:03,0,5.93,Rainy,Medium
547,590,357,18:55:25,19:01:25,19:28:25,-2,7.77,Windy,High
548,591,727,18:28:29,18:34:29,19:13:29,18,4.26,Windy,Low
549,592,695,17:56:54,18:08:54,18:34:54,11,6.34,Windy,High
550,593,251,12:17:07,12:24:07,13:01:07,15,6.69,Windy,Medium
551,594,123,00:14:05,00:24:05,00:55:05,3,1.85,Sunny,High
552,595,496,14:46:44,15:00:44,15:23:44,7,1.18,Rainy,Medium
553,596,66,20:48:53,20:44:53,21:03:53,-5,8.2,Cloudy,Low
554,597,589,12:18:41,12:27:41,12:58:41,6,2.54,Windy,Medium
555,598,255,18:30:02,18:31:02,19:12:02,17,8.38,Cloudy,Medium
556,599,146,15:26:54,15:36:54,16:00:54,3,9.13,Rainy,Jam
557,600,261,13:50:27,13:57:27,14:26:27,8,3.85,Windy,Jam
558,601,27,20:47:15,20:57:15,20:45:15,-3,4.0,Windy,Jam
559,602,281,13:11:06,13:19:06,13:33:06,0,8.88,Windy,High
560,603,98,09:39:22,09:58:22,10:34:22,20,9.71,Windy,Medium
561,604,489,09:44:08,09:47:08,10:11:08,-4,6.75,Windy,High
562,605,256,21:50:38,21:56:38,22:37:38,11,8.93,Cloudy,Medium
563,607,435,23:57:32,23:54:32,00:26:32,2,6.95,Rainy,Low
564,608,622,18:40:10,18:44:10,19:07:10,8,2.53,Windy,Medium
565,609,696,10:29:53,10:28:53,10:58:53,1,9.36,Sunny,High
566,610,475,16:03:39,16:08:39,16:25:39,-5,7.5,Rainy,High
567,611,104,18:41:31,18:48:31,19:20:31,19,3.03,Rainy,High
568,612,374,20:34:57,20:48:57,21:11:57,0,7.72,Sunny,Low
569,613,114,06:22:18,06:34:18,07:03:18,16,5.31,Windy,Medium
570,614,122,16:40:31,16:42:31,16:54:31,18,8.59,Cloudy,High
571,615,111,03:59:01,04:00:01,04:37:01,16,4.87,Cloudy,High
572,616,445,13:43:18,13:51:18,14:22:18,18,3.25,Cloudy,Medium
573,617,718,06:23:42,06:26:42,06:36:42,11,2.7,Cloudy,Low
574,618,235,20:18:08,20:32:08,20:57:08,8,7.3,Cloudy,High
575,619,345,17:36:30,17:40:30,18:09:30,5,2.64,Sunny,Medium
576,620,218,14:32:30,14:28:30,15:04:30,5,1.87,Cloudy,Medium
577,621,340,19:36:47,19:41:47,19:52:47,-4,9.21,Rainy,Low
578,622,198,15:59:28,15:59:28,16:07:28,12,1.39,Windy,Low
579,623,574,22:33:57,22:46:57,22:52:57,0,7.27,Rainy,Low
580,624,580,07:10:50,07:27:50,07:33:50,0,6.33,Rainy,High
581,626,277,19:08:50,19:17:50,19:40:50,15,6.45,Rainy,High
582,627,723,18:09:35,18:08:35,18:42:35,15,8.42,Rainy,High
583,628,181,19:27:01,19:32:01,20:01:01,9,3.42,Sunny,Low
584,629,160,19:39:14,19:52:14,20:04:14,1,9.49,Cloudy,Low
585,630,22,16:29:10,16:39:10,17:11:10,18,1.11,Sunny,High
586,631,22,17:13:52,17:27:52,17:56:52,15,8.13,Sunny,Low
587,632,556,18:53:52,19:09:52,19:31:52,0,5.31,Windy,High
588,634,362,09:56:18,10:04:18,10:24:18,10,1.99,Windy,Low
589,635,366,19:10:39,19:24:39,19:49:39,14,4.86,Windy,High
590,637,400,14:40:46,14:43:46,15:22:46,19,3.87,Sunny,Medium
591,638,617,11:55:40,12:09:40,12:47:40,12,3.07,Rainy,Medium
592,639,540,11:41:49,11:46:49,12:12:49,6,9.62,Rainy,Medium
593,640,358,14:36:54,14:40:54,15:01:54,1,1.5,Rainy,Low
594,641,387,20:54:01,21:01:01,21:16:01,-5,2.27,Windy,High
595,642,583,18:01:52,18:13:52,18:46:52,8,5.0,Cloudy,High
596,643,294,20:18:09,20:19:09,20:33:09,16,5.09,Windy,Low
597,644,586,20:45:19,20:42:19,20:43:19,1,1.5,Rainy,Medium
598,645,710,12:34:30,12:42:30,13:25:30,15,3.43,Windy,Medium
599,647,247,17:31:05,17:38:05,17:58:05,5,7.53,Rainy,Medium
600,648,340,19:37:57,19:39:57,20:01:57,4,7.14,Sunny,Jam
601,649,736,11:22:56,11:30:56,12:03:56,9,4.05,Cloudy,Medium
602,650,41,14:11:45,14:12:45,14:48:45,12,8.18,Cloudy,Medium
603,651,97,12:36:20,12:46:20,13:17:20,10,7.87,Sunny,Low
604,652,127,19:50:31,19:47:31,20:19:31,9,8.6,Sunny,Jam
605,653,86,19:56:26,20:08:26,20:12:26,-1,3.62,Cloudy,Jam
606,654,75,13:29:24,13:34:24,14:15:24,19,4.61,Sunny,Low
607,656,441,18:44:13,18:46:13,19:23:13,15,2.28,Cloudy,Jam
608,657,306,11:09:45,11:15:45,11:43:45,5,3.67,Cloudy,Jam
609,658,494,09:42:34,09:43:34,10:07:34,-5,9.04,Rainy,High
610,659,332,17:47:52,18:01:52,18:21:52,9,8.72,Rainy,Medium
611,660,38,19:23:47,19:36:47,19:18:47,-5,4.27,Rainy,Jam
612,661,515,09:01:55,09:10:55,09:41:55,6,5.88,Windy,High
613,662,117,07:13:11,07:15:11,07:57:11,15,6.58,Sunny,High
614,663,90,14:04:53,14:01:53,14:39:53,15,6.23,Rainy,Medium
615,664,431,18:23:14,18:38:14,18:50:14,-5,8.04,Rainy,High
616,665,675,19:24:19,19:36:19,20:08:19,11,6.4,Cloudy,High
617,666,586,21:35:15,21:51:15,22:09:15,-1,4.51,Sunny,Medium
618,667,326,12:46:10,12:44:10,13:02:10,19,3.34,Sunny,High
619,668,209,10:13:05,10:24:05,10:50:05,13,7.68,Sunny,High
620,669,650,11:51:49,11:57:49,12:35:49,18,8.07,Rainy,High
621,670,282,15:15:59,15:16:59,15:13:59,-2,3.36,Rainy,Jam
622,671,507,15:05:23,15:09:23,15:49:23,15,8.28,Rainy,Jam
623,672,183,19:53:36,19:54:36,20:12:36,0,3.29,Windy,High
624,673,549,12:09:33,12:16:33,12:37:33,2,7.22,Cloudy,High
625,674,494,23:19:05,23:23:05,23:55:05,1,2.78,Sunny,Low
626,675,403,18:17:37,18:19:37,18:19:37,3,6.61,Windy,Medium
627,676,205,16:46:22,16:47:22,16:49:22,3,3.64,Rainy,High
628,677,408,15:10:07,15:14:07,15:10:07,-1,2.1,Cloudy,Medium
629,678,735,10:35:13,10:37:13,10:55:13,-2,7.45,Sunny,Jam
630,679,588,11:10:41,11:08:41,11:31:41,3,2.12,Windy,Medium
631,680,606,17:33:15,17:46:15,18:02:15,-4,9.26,Cloudy,High
632,682,383,18:53:06,19:02:06,19:24:06,2,2.72,Cloudy,Low
633,683,551,18:12:59,18:12:59,18:35:59,3,6.51,Sunny,Jam
634,684,716,19:19:59,19:35:59,19:35:59,15,2.1,Rainy,Low
635,685,678,15:38:17,15:52:17,16:09:17,6,8.86,Rainy,Medium
636,686,712,20:19:04,20:25:04,20:15:04,1,4.06,Cloudy,High
637,687,541,12:42:54,12:44:54,12:51:54,9,5.62,Cloudy,Medium
638,688,71,11:32:27,11:39:27,11:27:27,0,5.29,Sunny,High
639,689,272,06:17:59,06:29:59,06:43:59,-4,4.33,Windy,Low
640,690,750,18:05:27,18:18:27,18:55:27,11,7.13,Cloudy,Low
641,691,225,19:14:03,19:25:03,19:24:03,7,1.91,Cloudy,Low
642,692,508,12:18:10,12:31:10,12:40:10,17,7.65,Rainy,High
643,694,10,18:52:22,18:58:22,19:37:22,20,5.07,Rainy,Medium
644,695,680,07:42:16,07:56:16,07:57:16,16,9.12,Rainy,Jam
645,696,277,10:53:33,11:06:33,11:32:33,6,1.8,Cloudy,High
646,698,444,10:57:29,11:10:29,10:59:29,-1,3.61,Cloudy,High
647,699,311,19:40:18,19:55:18,20:00:18,-4,1.05,Sunny,High
648,700,52,14:24:08,14:40:08,14:47:08,-3,2.28,Windy,Medium
649,701,600,01:04:05,01:22:05,01:15:05,7,9.7,Cloudy,High
650,702,310,08:53:19,08:54:19,09:28:19,16,3.25,Cloudy,High
651,703,309,00:27:05,00:35:05,01:00:05,-2,4.98,Cloudy,Medium
652,704,480,15:28:27,15:46:27,16:10:27,14,8.08,Rainy,Jam
653,705,131,18:47:34,19:00:34,19:17:34,5,8.4,Sunny,High
654,706,63,14:21:47,14:18:47,14:43:47,2,6.76,Windy,Medium
655,707,737,16:10:00,16:18:00,16:39:00,-5,4.99,Cloudy,High
656,708,308,22:38:30,22:42:30,23:02:30,0,7.3,Sunny,Medium
657,709,297,18:25:42,18:35:42,19:17:42,17,5.18,Cloudy,Medium
658,710,29,16:30:29,16:40:29,16:24:29,-4,4.19,Windy,Medium
659,711,284,12:13:10,12:25:10,12:32:10,0,4.17,Cloudy,Jam
660,712,471,12:55:54,12:56:54,13:09:54,14,6.18,Windy,High
661,713,133,16:53:20,17:09:20,17:45:20,16,7.84,Rainy,Medium
662,714,108,11:03:56,11:11:56,12:00:56,19,6.68,Rainy,Medium
663,715,329,09:20:44,09:28:44,09:47:44,2,2.46,Cloudy,High
664,716,89,15:46:01,15:55:01,16:06:01,19,5.92,Cloudy,Jam
665,717,699,12:57:58,13:06:58,13:40:58,20,4.85,Windy,Low
666,718,583,19:12:08,19:30:08,19:50:08,7,1.61,Windy,Low
667,719,77,05:40:36,05:47:36,06:00:36,-4,3.35,Rainy,Medium
668,720,143,09:19:35,09:25:35,09:50:35,6,9.55,Rainy,High
669,721,565,12:36:08,12:48:08,13:19:08,8,8.03,Sunny,Jam
670,722,22,11:10:03,11:23:03,11:37:03,7,7.26,Windy,High
671,724,16,23:00:46,23:11:46,23:41:46,6,9.01,Cloudy,Jam
672,725,621,09:36:30,09:44:30,10:11:30,9,9.47,Rainy,Jam
673,726,670,16:27:33,16:27:33,16:26:33,1,8.57,Windy,Low
674,728,87,18:17:17,18:23:17,18:38:17,-4,4.13,Windy,Medium
675,729,269,13:00:48,13:01:48,13:42:48,20,4.49,Sunny,High
676,730,548,12:34:27,12:46:27,12:34:27,-5,7.14,Cloudy,Jam
677,731,556,22:31:21,22:29:21,22:46:21,-2,6.95,Cloudy,High
678,732,455,02:43:01,02:50:01,02:35:01,-4,1.72,Windy,Jam
679,733,66,15:35:11,15:41:11,16:01:11,2,1.35,Windy,Jam
680,734,594,11:25:02,11:33:02,11:46:02,16,8.64,Cloudy,High
681,735,615,19:29:22,19:26:22,20:08:22,13,8.4,Cloudy,High
682,736,290,15:23:01,15:30:01,16:00:01,10,3.65,Rainy,High
683,737,46,18:33:59,18:39:59,19:00:59,1,6.24,Rainy,Jam
684,738,391,07:59:41,07:58:41,08:16:41,18,7.6,Windy,High
685,739,622,17:41:42,17:54:42,17:46:42,6,3.83,Windy,Jam
686,740,456,18:54:56,19:06:56,19:45:56,14,8.08,Sunny,High
687,741,551,10:29:49,10:26:49,11:15:49,15,2.78,Cloudy,High
688,742,16,15:25:07,15:28:07,15:57:07,17,1.66,Cloudy,High
689,744,447,07:31:48,07:32:48,07:49:48,-1,6.34,Sunny,Jam
690,746,293,17:26:24,17:33:24,18:04:24,8,6.18,Sunny,High
691,747,356,18:31:10,18:35:10,18:26:10,-2,7.0,Windy,High
692,748,566,15:06:32,15:07:32,15:35:32,1,9.53,Windy,Jam
693,749,534,20:19:53,20:30:53,20:39:53,-1,7.58,Rainy,Jam
694,750,81,22:02:50,22:06:50,22:46:50,15,7.05,Cloudy,Jam
695,751,323,13:10:59,13:15:59,13:45:59,12,8.9,Cloudy,High
696,752,252,16:13:37,16:24:37,16:53:37,0,3.54,Cloudy,High
697,753,529,18:09:46,18:15:46,18:46:46,14,6.26,Sunny,Medium
698,754,544,08:56:11,09:03:11,09:06:11,14,5.33,Cloudy,Medium
699,755,295,16:37:28,16:45:28,17:05:28,6,7.34,Cloudy,Medium
700,756,501,09:50:26,09:48:26,09:56:26,8,7.95,Sunny,Medium
701,757,422,17:36:51,17:46:51,18:00:51,4,2.99,Windy,Medium
702,758,641,19:20:39,19:19:39,19:53:39,6,5.98,Sunny,Low
703,759,371,18:46:12,18:54:12,19:02:12,18,1.12,Cloudy,Jam
704,760,540,19:18:32,19:25:32,19:12:32,-4,2.11,Sunny,Jam
705,761,135,21:01:47,21:12:47,21:20:47,18,1.13,Cloudy,High
706,762,156,17:18:47,17:21:47,17:20:47,4,2.82,Cloudy,Low
707,763,591,13:40:24,13:40:24,14:19:24,4,5.8,Cloudy,High
708,764,509,14:54:25,15:00:25,15:16:25,-2,2.87,Windy,Low
709,765,86,00:22:25,00:22:25,00:45:25,5,6.39,Cloudy,Low
710,766,707,18:27:48,18:36:48,18:43:48,-2,1.7,Windy,High
711,767,166,10:46:47,10:47:47,11:26:47,10,8.23,Windy,Low
712,768,409,11:15:18,11:17:18,11:54:18,14,6.07,Rainy,Low
713,769,536,11:51:13,12:02:13,12:17:13,0,8.46,Rainy,Medium
714,770,184,18:15:30,18:26:30,18:54:30,12,1.85,Sunny,High
715,771,69,08:34:40,08:45:40,08:40:40,8,3.75,Windy,High
716,772,261,11:50:34,11:57:34,11:45:34,0,1.92,Sunny,Low
717,773,339,19:45:49,19:50:49,20:06:49,20,2.29,Sunny,Medium
718,774,332,10:13:57,10:14:57,10:49:57,4,3.85,Rainy,Medium
719,775,171,13:52:53,13:57:53,14:34:53,16,9.1,Sunny,Jam
720,776,26,01:05:23,01:13:23,01:06:23,1,5.73,Sunny,High
721,777,337,18:17:58,18:21:58,18:52:58,15,5.31,Windy,Jam
722,778,281,12:51:03,13:05:03,13:31:03,17,8.84,Rainy,Medium
